Rk,Player,Age,Pos,Date,Tm,,Opp,,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
233,Stephen Curry\curryst01,27-237,G,2015-11-06,GSW,,DEN,W,1,35,12,22,.545,4,6,.667,8,16,.500,2,3,.667,0,7,7,10,3,1,4,1,34,31.4
234,Russell Westbrook\westbru01,26-352,G,2015-10-30,OKC,@,ORL,W,1,48,17,36,.472,16,31,.516,1,5,.200,13,16,.813,5,6,11,8,1,1,6,3,48,33.8
235,Michael Beasley\beaslmi01,26-096,F,2015-04-15,MIA,@,PHI,W,1,48,12,27,.444,12,25,.480,0,2,.000,10,11,.909,2,9,11,8,2,2,3,4,34,28.0
236,Russell Westbrook\westbru01,26-154,G,2015-04-15,OKC,@,MIN,W,1,32,11,20,.550,9,15,.600,2,5,.400,13,17,.765,0,8,8,7,2,0,4,2,37,30.3
237,Russell Westbrook\westbru01,26-152,G,2015-04-13,OKC,,POR,W,1,38,13,27,.481,11,22,.500,2,5,.400,8,8,1.000,2,9,11,7,2,0,5,5,36,26.3
238,Russell Westbrook\westbru01,26-151,G,2015-04-12,OKC,@,IND,L,1,40,21,43,.488,16,28,.571,5,15,.333,7,11,.636,1,8,9,8,1,0,2,5,54,36.4
239,Russell Westbrook\westbru01,26-144,G,2015-04-05,OKC,,HOU,L,1,41,12,29,.414,8,18,.444,4,11,.364,12,15,.800,1,10,11,13,0,0,4,5,40,30.1
240,DeMar DeRozan\derozde01,25-239,G,2015-04-03,TOR,@,BRK,L,1,41,10,20,.500,10,17,.588,0,3,.000,7,8,.875,3,5,8,8,1,0,5,2,27,21.0
241,Russell Westbrook\westbru01,26-140,G,2015-04-01,OKC,,DAL,L,1,44,10,32,.313,8,21,.381,2,11,.182,9,11,.818,3,8,11,11,1,0,6,4,31,17.4
242,Russell Westbrook\westbru01,26-137,G,2015-03-29,OKC,@,PHO,W,1,38,10,29,.345,9,22,.409,1,7,.143,12,14,.857,2,7,9,7,3,1,4,3,33,22.8
243,George Hill\hillge01,28-325,G,2015-03-25,IND,@,WAS,W,1,43,12,24,.500,12,20,.600,0,4,.000,5,5,1.000,2,5,7,9,1,1,4,3,29,22.7
244,Russell Westbrook\westbru01,26-128,G,2015-03-20,OKC,,ATL,W,1,44,8,24,.333,5,18,.278,3,6,.500,17,17,1.000,2,8,10,14,1,0,6,3,36,29.8
245,Anthony Davis\davisan02,22-004,F-C,2015-03-15,NOP,,DEN,L,1,50,16,28,.571,16,27,.593,0,1,.000,4,6,.667,2,12,14,7,1,9,2,1,36,36.8
246,James Harden\hardeja01,25-201,G,2015-03-15,HOU,@,LAC,W,1,41,7,16,.438,4,11,.364,3,5,.600,17,18,.944,0,7,7,7,0,0,3,3,34,28.0
247,Russell Westbrook\westbru01,26-121,G,2015-03-13,OKC,,MIN,W,1,35,11,24,.458,8,18,.444,3,6,.500,4,4,1.000,4,6,10,12,2,0,8,1,29,23.2
248,LeBron James\jamesle01,30-070,F-G,2015-03-10,CLE,@,DAL,W,1,29,10,14,.714,6,8,.750,4,6,.667,3,5,.600,0,7,7,8,1,1,2,3,27,26.6
249,Russell Westbrook\westbru01,26-116,G,2015-03-08,OKC,,TOR,W,1,40,9,21,.429,8,17,.471,1,4,.250,11,13,.846,3,8,11,17,4,1,9,1,30,29.8
250,Damian Lillard\lillada01,24-235,G,2015-03-07,POR,@,MIN,L,1,38,11,23,.478,7,15,.467,4,8,.500,6,6,1.000,1,6,7,8,1,0,2,3,32,26.2
251,James Harden\hardeja01,25-192,G,2015-03-06,HOU,,DET,W,1,38,10,21,.476,8,15,.533,2,6,.333,16,18,.889,1,11,12,12,1,0,7,1,38,32.5
252,Russell Westbrook\westbru01,26-113,G,2015-03-05,OKC,@,CHI,L,1,38,14,32,.438,11,27,.407,3,5,.600,12,15,.800,2,6,8,7,2,0,5,3,43,28.9
253,Russell Westbrook\westbru01,26-112,G,2015-03-04,OKC,,PHI,W,1,42,16,33,.485,15,29,.517,1,4,.250,16,20,.800,3,12,15,10,3,1,4,3,49,41.9
254,Russell Westbrook\westbru01,26-107,G,2015-02-27,OKC,@,POR,L,1,37,14,32,.438,14,31,.452,0,1,.000,12,14,.857,5,8,13,11,1,0,6,1,40,30.6
255,Eric Bledsoe\bledser01,25-079,G,2015-02-26,PHO,,OKC,W,1,42,11,16,.688,9,13,.692,2,3,.667,4,8,.500,4,9,13,9,1,4,5,5,28,28.2
256,Russell Westbrook\westbru01,26-106,G,2015-02-26,OKC,@,PHO,L,1,43,12,38,.316,11,28,.393,1,10,.100,14,16,.875,3,11,14,11,3,0,4,3,39,27.3
257,James Harden\hardeja01,25-181,G,2015-02-23,HOU,,MIN,W,1,39,7,20,.350,2,9,.222,5,11,.455,12,15,.800,1,10,11,10,1,4,3,3,31,28.9
258,Russell Westbrook\westbru01,26-101,G,2015-02-21,OKC,@,CHO,W,1,35,12,27,.444,12,24,.500,0,3,.000,9,9,1.000,2,5,7,10,1,0,6,2,33,23.0
259,James Harden\hardeja01,25-168,G,2015-02-10,HOU,@,PHO,W,1,43,13,23,.565,10,16,.625,3,7,.429,11,14,.786,3,9,12,9,3,1,5,1,40,37.3
260,Gordon Hayward\haywago01,24-323,F-G,2015-02-09,UTA,@,NOP,W,1,39,10,22,.455,7,17,.412,3,5,.600,9,11,.818,1,6,7,8,2,1,4,1,32,26.2
261,James Harden\hardeja01,25-166,G,2015-02-08,HOU,,POR,L,1,40,11,25,.440,7,15,.467,4,10,.400,19,23,.826,4,5,9,8,2,0,4,2,45,37.4
262,Russell Westbrook\westbru01,26-086,G,2015-02-06,OKC,,NOP,L,1,40,15,28,.536,12,23,.522,3,5,.600,15,15,1.000,3,6,9,11,4,0,3,4,48,45.4
263,John Wall\walljo01,24-147,G,2015-01-31,WAS,,TOR,L,1,45,8,16,.500,7,13,.538,1,3,.333,11,15,.733,1,7,8,12,1,0,2,5,28,26.6
264,Jarrett Jack\jackja01,31-094,G,2015-01-30,BRK,,TOR,L,1,52,13,30,.433,12,23,.522,1,7,.143,8,8,1.000,0,8,8,13,1,0,2,3,35,28.5
265,Russell Westbrook\westbru01,26-070,G,2015-01-21,OKC,@,WAS,W,1,42,12,28,.429,12,24,.500,0,4,.000,8,10,.800,2,6,8,8,1,0,3,4,32,21.6
266,Stephen Curry\curryst01,26-309,G,2015-01-17,GSW,@,HOU,W,1,33,9,18,.500,7,10,.700,2,8,.250,7,8,.875,3,4,7,11,3,1,2,0,27,30.3
267,LeBron James\jamesle01,30-017,F-G,2015-01-16,CLE,@,LAC,W,1,42,11,23,.478,8,15,.533,3,8,.375,7,12,.583,0,11,11,7,3,0,9,4,32,18.9
268,James Harden\hardeja01,25-142,G,2015-01-15,HOU,,OKC,W,1,37,9,15,.600,3,7,.429,6,8,.750,7,9,.778,1,8,9,10,1,0,2,3,31,31.2
269,DeMarcus Cousins\couside01,24-153,C-F,2015-01-13,SAC,,DAL,L,1,40,11,21,.524,11,21,.524,0,0,,10,10,1.000,3,13,16,9,2,1,9,6,32,25.3
270,Kemba Walker\walkeke02,24-245,G,2015-01-08,CHO,@,TOR,W,1,41,12,25,.480,11,20,.550,1,5,.200,4,4,1.000,3,4,7,8,3,0,0,1,29,27.8
271,Blake Griffin\griffbl01,25-297,F,2015-01-07,LAC,,LAL,W,1,31,9,13,.692,9,13,.692,0,0,,9,13,.692,1,8,9,8,3,0,0,1,27,31.2
272,Kevin Durant\duranke01,26-093,F-G,2014-12-31,OKC,,PHO,W,1,40,13,23,.565,7,12,.583,6,11,.545,12,12,1.000,0,10,10,7,0,1,5,3,44,35.5
273,Kyle Lowry\lowryky01,28-278,G,2014-12-28,TOR,@,DEN,W,1,38,12,20,.600,9,15,.600,3,5,.600,3,4,.750,0,7,7,11,1,1,2,4,30,28.3
274,James Harden\hardeja01,25-122,G,2014-12-26,HOU,@,MEM,W,1,41,10,17,.588,8,13,.615,2,4,.500,10,11,.909,1,7,8,10,0,3,2,1,32,33.2
275,Stephen Curry\curryst01,26-279,G,2014-12-18,GSW,,OKC,W,1,42,14,24,.583,9,12,.750,5,12,.417,1,1,1.000,4,3,7,9,4,1,4,0,34,33.5
276,LeBron James\jamesle01,29-350,F-G,2014-12-15,CLE,,CHO,W,1,40,11,19,.579,9,16,.563,2,3,.667,3,4,.750,0,7,7,14,1,3,5,2,27,26.9
277,Stephen Curry\curryst01,26-275,G,2014-12-14,GSW,@,NOP,W,1,40,11,21,.524,5,11,.455,6,10,.600,6,6,1.000,0,7,7,7,1,0,6,1,34,25.3
278,Russell Westbrook\westbru01,26-032,G,2014-12-14,OKC,,PHO,W,1,27,7,18,.389,6,14,.429,1,4,.250,13,13,1.000,4,4,8,8,2,0,3,2,28,26.0
279,Eric Bledsoe\bledser01,24-364,G,2014-12-08,PHO,@,LAC,L,1,45,8,16,.500,6,10,.600,2,6,.333,9,9,1.000,1,10,11,16,2,2,5,4,27,30.7
280,Kobe Bryant\bryanko01,36-099,G-F,2014-11-30,LAL,,TOR,W,1,42,11,24,.458,11,23,.478,0,1,.000,9,13,.692,1,10,11,12,0,1,2,2,31,27.0
281,Russell Westbrook\westbru01,26-016,G,2014-11-28,OKC,,NYK,W,1,24,12,17,.706,9,13,.692,3,4,.750,5,7,.714,4,3,7,8,1,0,3,2,32,30.6
282,LeBron James\jamesle01,29-331,F-G,2014-11-26,CLE,,WAS,W,1,36,7,14,.500,6,9,.667,1,5,.200,14,17,.824,1,9,10,8,3,0,4,3,29,27.6
283,LeBron James\jamesle01,29-315,F-G,2014-11-10,CLE,,NOP,W,1,40,9,17,.529,8,14,.571,1,3,.333,13,17,.765,2,9,11,9,1,1,4,1,32,29.8
284,Trey Burke\burketr01,21-155,G,2014-04-16,UTA,@,MIN,W,1,48,10,21,.476,8,17,.471,2,4,.500,10,10,1.000,3,4,7,9,1,0,5,3,32,25.7
285,Tyreke Evans\evansty01,24-207,G-F,2014-04-14,NOP,,OKC,W,1,42,14,26,.538,13,19,.684,1,7,.143,12,16,.750,1,8,9,8,3,0,1,0,41,37.5
286,Kevin Love\loveke01,25-219,F,2014-04-14,MIN,@,GSW,L,1,36,11,24,.458,6,15,.400,5,9,.556,13,16,.813,2,12,14,9,0,0,6,2,40,30.9
287,Eric Bledsoe\bledser01,24-123,G,2014-04-11,PHO,@,SAS,L,1,37,11,16,.688,9,12,.750,2,4,.500,6,8,.750,2,9,11,9,3,0,7,2,30,28.0
288,Stephen Curry\curryst01,26-028,G,2014-04-11,GSW,@,LAL,W,1,35,12,20,.600,8,15,.533,4,5,.800,2,2,1.000,0,10,10,12,2,0,6,3,30,27.0
289,James Harden\hardeja01,24-228,G,2014-04-11,HOU,@,MIN,L,1,46,7,14,.500,3,9,.333,4,5,.800,15,19,.789,1,7,8,10,6,0,5,5,33,33.2
290,Chandler Parsons\parsoch01,25-168,F,2014-04-11,HOU,@,MIN,L,1,43,11,19,.579,7,11,.636,4,8,.500,1,2,.500,2,5,7,7,4,0,3,2,27,25.7
291,Kyrie Irving\irvinky01,22-013,G,2014-04-05,CLE,,CHA,L,1,43,16,31,.516,11,22,.500,5,9,.556,7,8,.875,2,5,7,8,3,0,3,3,44,35.6
292,James Harden\hardeja01,24-221,G,2014-04-04,HOU,,OKC,W,1,43,9,22,.409,5,14,.357,4,8,.500,17,20,.850,0,9,9,7,2,0,5,2,39,29.8
293,Paul George\georgpa01,23-335,F,2014-04-02,IND,,DET,W,1,38,9,19,.474,5,9,.556,4,10,.400,5,6,.833,0,12,12,7,2,0,2,2,27,24.6
294,LeBron James\jamesle01,29-091,F-G,2014-03-31,MIA,,TOR,W,1,39,11,20,.550,10,14,.714,1,6,.167,9,11,.818,0,7,7,8,1,0,6,2,32,23.5
295,DeMarcus Cousins\couside01,23-225,C-F,2014-03-26,SAC,,NYK,L,1,43,10,15,.667,10,15,.667,0,0,,12,12,1.000,4,11,15,8,2,2,4,4,32,35.0
296,Tyreke Evans\evansty01,24-186,G-F,2014-03-24,NOP,,BRK,W,1,43,13,19,.684,12,17,.706,1,2,.500,6,10,.600,2,8,10,7,3,0,7,4,33,26.4
297,Kevin Love\loveke01,25-197,F,2014-03-23,MIN,,PHO,L,1,38,11,27,.407,8,17,.471,3,10,.300,11,12,.917,5,9,14,9,2,0,3,3,36,31.4
298,Kevin Durant\duranke01,25-173,F-G,2014-03-21,OKC,@,TOR,W,1,52,15,32,.469,8,20,.400,7,12,.583,14,19,.737,1,11,12,7,1,1,5,3,51,37.0
299,Paul George\georgpa01,23-317,F,2014-03-15,IND,@,DET,W,1,46,9,19,.474,7,9,.778,2,10,.200,10,10,1.000,2,6,8,7,3,0,2,2,30,28.6
300,James Harden\hardeja01,24-197,G,2014-03-11,HOU,@,OKC,L,1,44,9,21,.429,6,14,.429,3,7,.429,7,7,1.000,0,8,8,9,1,1,3,1,28,23.9
301,Kevin Durant\duranke01,25-161,F-G,2014-03-09,OKC,@,LAL,L,1,42,8,19,.421,4,8,.500,4,11,.364,7,11,.636,1,9,10,12,0,0,5,4,27,20.5
302,Kyrie Irving\irvinky01,21-350,G,2014-03-08,CLE,,NYK,L,1,43,11,25,.440,8,16,.500,3,9,.333,5,6,.833,2,6,8,8,2,0,3,3,30,23.1
303,Russell Westbrook\westbru01,25-114,G,2014-03-06,OKC,@,PHO,L,1,30,13,22,.591,9,13,.692,4,9,.444,6,6,1.000,2,7,9,9,4,0,3,1,36,36.2
304,Tyreke Evans\evansty01,24-165,G-F,2014-03-03,NOP,@,SAC,L,1,41,8,14,.571,6,11,.545,2,3,.667,9,10,.900,2,8,10,8,1,0,3,3,27,26.2
305,Stephen Curry\curryst01,25-351,G,2014-02-28,GSW,@,NYK,W,1,30,9,19,.474,4,8,.500,5,11,.455,4,4,1.000,2,9,11,11,0,1,4,2,27,25.0
306,Kevin Durant\duranke01,25-150,F-G,2014-02-26,OKC,,CLE,L,1,41,10,16,.625,6,7,.857,4,9,.444,4,6,.667,0,10,10,9,1,0,2,3,28,27.1
307,Damian Lillard\lillada01,23-225,G,2014-02-25,POR,@,DEN,W,1,37,8,21,.381,4,10,.400,4,11,.364,11,13,.846,0,7,7,9,1,1,3,1,31,25.4
308,Kevin Love\loveke01,25-171,F,2014-02-25,MIN,@,PHO,W,1,39,10,22,.455,7,16,.438,3,6,.500,10,14,.714,3,10,13,9,0,2,3,1,33,29.4
309,Kevin Love\loveke01,25-168,F,2014-02-22,MIN,@,UTA,W,1,33,11,20,.550,5,10,.500,6,10,.600,9,10,.900,3,9,12,10,1,0,1,3,37,37.6
310,Victor Oladipo\oladivi01,21-293,G,2014-02-21,ORL,,NYK,W,1,49,11,23,.478,9,20,.450,2,3,.667,6,6,1.000,3,6,9,14,2,0,3,1,30,30.6
311,Al Jefferson\jeffeal01,29-045,C-F,2014-02-18,CHA,@,DET,W,1,38,15,28,.536,15,28,.536,0,0,,2,3,.667,0,12,12,7,1,0,1,2,32,25.7
312,Kevin Durant\duranke01,25-137,F-G,2014-02-13,OKC,@,LAL,W,1,42,14,33,.424,11,20,.550,3,13,.231,12,12,1.000,0,12,12,7,3,0,6,2,43,30.2
313,LeBron James\jamesle01,29-044,F-G,2014-02-12,MIA,@,GSW,W,1,42,14,26,.538,10,18,.556,4,8,.500,4,7,.571,1,12,13,9,2,0,2,1,36,32.4
314,Kevin Love\loveke01,25-158,F,2014-02-12,MIN,,DEN,W,1,37,11,20,.550,5,9,.556,6,11,.545,4,4,1.000,2,9,11,8,0,1,1,2,32,31.0
315,Kevin Durant\duranke01,25-133,F-G,2014-02-09,OKC,,NYK,W,1,40,12,22,.545,8,15,.533,4,7,.571,13,18,.722,0,10,10,9,1,2,3,3,41,35.9
316,Josh Smith\smithjo03,28-065,F,2014-02-08,DET,,DEN,W,1,46,14,27,.519,13,22,.591,1,5,.200,1,4,.250,3,7,10,8,4,1,4,3,30,24.8
317,George Hill\hillge01,27-279,G,2014-02-07,IND,,POR,W,1,38,12,19,.632,10,15,.667,2,4,.500,11,12,.917,2,7,9,8,2,1,1,4,37,37.3
318,LeBron James\jamesle01,29-037,F-G,2014-02-05,MIA,@,LAC,W,1,41,11,20,.550,8,13,.615,3,7,.429,6,8,.750,1,7,8,12,3,1,7,2,31,27.7
319,Kevin Durant\duranke01,25-127,F-G,2014-02-03,OKC,,MEM,W,1,40,11,21,.524,9,14,.643,2,7,.286,7,10,.700,2,6,8,8,1,1,5,2,31,24.2
320,LeBron James\jamesle01,29-033,F-G,2014-02-01,MIA,@,NYK,W,1,39,13,22,.591,12,19,.632,1,3,.333,3,6,.500,1,7,8,7,6,0,2,3,30,29.1
321,Kyle Lowry\lowryky01,27-310,G,2014-01-29,TOR,,ORL,W,1,37,11,20,.550,5,9,.556,6,11,.545,5,7,.714,3,4,7,11,0,0,4,3,33,28.4
322,Stephen Curry\curryst01,25-318,G,2014-01-26,GSW,,POR,W,1,35,13,23,.565,8,15,.533,5,8,.625,7,10,.700,1,6,7,8,2,0,2,1,38,33.6
323,Kevin Durant\duranke01,25-118,F-G,2014-01-25,OKC,@,PHI,W,1,44,12,17,.706,11,13,.846,1,4,.250,7,7,1.000,1,13,14,10,2,1,3,4,32,34.6
324,John Wall\walljo01,23-138,G,2014-01-22,WAS,,BOS,L,1,44,9,29,.310,9,25,.360,0,4,.000,10,13,.769,1,10,11,10,3,0,6,5,28,15.8
325,Chandler Parsons\parsoch01,25-087,F,2014-01-20,HOU,,POR,W,1,42,12,19,.632,9,14,.643,3,5,.600,4,4,1.000,2,8,10,7,0,2,1,1,31,31.2
326,Kevin Durant\duranke01,25-104,F-G,2014-01-11,OKC,,MIL,W,1,40,8,18,.444,6,13,.462,2,5,.400,15,17,.882,1,9,10,7,0,1,2,1,33,29.4
327,Gordon Hayward\haywago01,23-290,F-G,2014-01-07,UTA,,OKC,W,1,37,13,16,.813,11,13,.846,2,3,.667,9,13,.692,0,11,11,7,2,1,4,0,37,36.3
328,Kevin Durant\duranke01,25-097,F-G,2014-01-04,OKC,@,MIN,W,1,43,16,32,.500,12,23,.522,4,9,.444,12,13,.923,0,7,7,7,2,1,3,2,48,37.5
329,Jrue Holiday\holidjr01,23-201,G,2013-12-30,NOP,,POR,W,1,38,14,28,.500,13,26,.500,1,2,.500,2,2,1.000,0,7,7,13,1,1,2,1,31,27.5
330,Stephen Curry\curryst01,25-290,G,2013-12-29,GSW,@,CLE,W,1,48,10,23,.435,5,13,.385,5,10,.500,4,5,.800,0,9,9,11,2,1,5,3,29,23.4
331,Kyle Lowry\lowryky01,27-278,G,2013-12-28,TOR,,NYK,W,1,38,10,17,.588,6,10,.600,4,7,.571,8,10,.800,1,7,8,11,1,0,1,3,32,32.6
332,LeBron James\jamesle01,28-362,F-G,2013-12-27,MIA,@,SAC,L,1,44,12,23,.522,8,14,.571,4,9,.444,5,6,.833,0,8,8,8,0,0,2,3,33,26.1
333,Trey Burke\burketr01,21-036,G,2013-12-18,UTA,@,ORL,W,1,40,12,20,.600,8,12,.667,4,8,.500,2,2,1.000,1,6,7,8,1,0,2,0,30,27.9
334,Kevin Love\loveke01,25-102,F,2013-12-18,MIN,,POR,W,1,41,10,18,.556,6,11,.545,4,7,.571,5,6,.833,2,13,15,9,1,0,4,0,29,28.6
335,Damian Lillard\lillada01,23-155,G,2013-12-17,POR,@,CLE,W,1,38,11,23,.478,3,11,.273,8,12,.667,6,7,.857,2,6,8,10,0,1,3,1,36,31.4
336,LeBron James\jamesle01,28-351,F-G,2013-12-16,MIA,,UTA,W,1,34,13,17,.765,13,16,.813,0,1,.000,4,5,.800,1,8,9,9,1,0,3,1,30,29.9
337,James Harden\hardeja01,24-104,G,2013-12-08,HOU,,ORL,W,1,40,7,17,.412,4,10,.400,3,7,.429,10,11,.909,4,4,8,10,0,0,3,1,27,25.1
338,Michael Carter-Williams\cartemi01,22-054,G,2013-12-03,PHI,,ORL,W,1,47,11,19,.579,10,14,.714,1,5,.200,4,7,.571,7,5,12,10,3,0,7,4,27,24.7
339,Luol Deng\denglu01,28-230,F,2013-12-02,CHI,,NOP,L,1,56,15,27,.556,15,26,.577,0,1,.000,7,11,.636,2,6,8,7,0,0,7,5,37,21.6
340,Kevin Durant\duranke01,25-063,F-G,2013-12-01,OKC,,MIN,W,1,44,14,21,.667,11,17,.647,3,4,.750,1,2,.500,2,8,10,12,4,4,2,3,32,38.3
341,Jamal Crawford\crawfja01,33-254,G,2013-11-29,LAC,@,SAC,W,0,37,12,22,.545,9,15,.600,3,7,.429,4,4,1.000,2,5,7,11,0,0,2,1,31,28.6
342,LeBron James\jamesle01,28-332,F-G,2013-11-27,MIA,@,CLE,W,1,37,9,19,.474,8,16,.500,1,3,.333,9,11,.818,0,8,8,8,3,0,1,3,28,26.3
343,Russell Westbrook\westbru01,25-006,G,2013-11-18,OKC,,DEN,W,1,38,10,25,.400,7,21,.333,3,4,.750,7,10,.700,2,10,12,7,0,0,5,2,30,18.8
344,Kevin Durant\duranke01,25-040,F-G,2013-11-08,OKC,@,DET,W,1,44,9,15,.600,7,12,.583,2,3,.667,17,19,.895,2,6,8,7,3,1,3,3,37,36.9
